id,review_1st,review_2nd,description_1st,description_2nd,overview_1st,overview_2nd,country,language,director,votes,reviews_from_critics,popularity,genre_1,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6
tt0263438,3.281664,11.698689,20.39763,-1.7409964,10.572842,1.0091897,Turkey,Turkish,Ömer Vargi,8.05,2.0,0.750959,Comedy,tt0384116,,,,,
tt0029440,4.3628063,11.1609125,19.853706,-3.2158625,9.9757595,3.3667629,USA,English,"William Keighley, William Dieterle",6.800000000000001,8.0,5.67106,Adventure,tt0042644,,,,,
tt0086148,4.8299084,9.643143,21.049862,-2.5062737,10.316209,1.104811,Japan,Japanese,Osamu Dezaki,6.449999999999999,15.0,1.934571,Animation,,,,,,
tt0309698,3.5865612,11.617231,20.734198,-2.2082803,10.497304,-0.19202031,USA,English,James Mangold,7.199999999999999,140.0,17.955897,Mystery,tt0230600,tt0363988,,,,
tt0028829,2.6652925,9.329943,22.039541,-2.2572305,10.383696,5.3474975,USA,English,George Fitzmaurice,6.449999999999999,6.0,0.113817,Drama,tt0035980,tt0034622,tt0029120,,,
tt0238883,0.8928737,12.401355,20.98861,-2.977535,10.759555,2.3292053,"Russia, USA","Russian, English, Ukrainian",Aleksey Balabanov,7.5,5.0,2.131384,Action,,,,,,
tt0050091,3.1063561,9.921011,18.117908,-0.17879963,7.903075,2.062094,"UK, USA",English,Richard Sale,8.1,6.0,0.6643100000000001,Adventure,,,,,,
tt0106701,4.9516716,12.428895,19.141352,-4.4220576,10.75122,2.514799,USA,"English, French",Nick Castle,5.55,27.0,10.378902,Comedy,tt0109813,,,,,
tt0023327,2.529207,9.284596,21.937305,-3.7772896,9.076694,1.2767565,USA,English,George Archainbaud,5.15,11.0,0.320909,Comedy,tt0023335,tt0023305,,,,
tt0046198,2.087756,13.520527,19.117046,-1.004814,9.828315,2.0138185,USA,English,Jerry Hopper,5.0,13.0,1.53743,History,tt0049933,,,,,
tt0145048,2.5796092,11.056195,18.06682,-4.651202,12.921163,2.2592876,Canada,English,Rodney Gibbons,3.1,6.0,0.004228,Drama,,,,,,
tt0127045,4.09576,12.86807,21.46973,-2.580555,10.912348,-0.16734557,USA,English,Joseph Mangine,4.949999999999999,47.0,0.506196,Horror,,,,,,
tt0109686,0.6708626,11.6208,20.272188,-4.723149,11.797396,3.1102638,USA,"English, Swedish, German","Peter Farrelly, Bobby Farrelly",6.9,94.0,9.844558,Comedy,tt0109040,tt0116483,,,,
tt0478829,4.3420625,12.613369,20.088562,-3.1541867,10.891558,4.018181,Switzerland,"Swiss German, English",Fredi M. Murer,7.4,56.0,2.233166,Drama,tt0069404,,,,,
tt0117193,4.268875,13.924589,21.71625,-2.115053,10.01536,1.1662279,USA,"English, Japanese",Frank A. Cappello,5.05,9.0,7.529758,Action,tt0112443,,,,,
tt0499262,2.187993,13.681799,21.017097,-5.281189,13.537507,0.9842948,"Germany, Turkey",Turkish,Özer Kiziltan,7.6,24.0,0.8624629999999999,Drama,tt0127311,tt0902955,,,,
tt0084874,1.9134604,13.0633335,20.718557,-2.5539553,-1.4894607,13.11708,Spain,"Spanish, English",José Luis Garci,6.65,5.0,0.286929,Drama,,,,,,
tt0065669,5.3014164,10.380575,19.17731,-1.1169826,11.7970915,0.06060657,USA,English,Daniel Haller,5.3,60.0,2.150841,Horror,tt0072869,,,,,
tt0376196,2.9876447,13.741545,22.703417,-2.2863483,11.144173,1.4588996,USA,English,Wayne Beach,5.65,39.0,6.300001,Drama,tt0763840,tt0963965,,,,
tt0080754,4.2749834,10.614569,17.32197,-0.97110254,8.490055,1.9877381,"West Germany, USA","English, Spanish, German",John G. Avildsen,5.8,17.0,4.402396,Crime,tt0064728,tt0049830,tt0340376,,,
tt0078111,0.46108243,11.7144375,19.640602,-4.009771,12.270337,3.972982,USA,English,Louis Malle,6.4,33.0,5.793494,Drama,tt0082054,,,,,
tt0082054,2.7794118,9.166195,20.924305,-3.804344,12.337626,3.1171596,France,French,Bertrand Blier,7.0,12.0,3.873576,Comedy,tt0078122,,,,,
tt0038965,3.3240168,12.474213,21.676123,-1.7485377,11.242948,1.2149082,USA,English,Joseph L. Mankiewicz,6.55,27.0,1.194854,Crime,tt0041487,,,,,
tt0426931,2.2727015,12.318746,20.17471,-3.1985457,10.7999115,4.1439185,USA,English,Kirsten Sheridan,7.35,141.0,8.874048,Drama,tt0182789,tt0762114,tt0120716,tt0473308,,
tt0120680,2.1294951,10.666504,18.190592,-4.075327,11.6353245,1.3784051,USA,English,Amos Poe,2.25,16.0,0.431876,Comedy,,,,,,
tt0255665,3.087873,15.145697,15.994642,-3.302155,11.942621,4.847405,India,Bengali,Buddhadev Dasgupta,3.5,6.0,0.001196,Drama,,,,,,
tt0075845,3.9158227,12.411557,21.69348,-0.9643889,10.802147,0.43727344,USA,"English, Vietnamese, Spanish",Robert Aldrich,5.85,21.0,0.2912599999999999,Comedy,tt0080442,tt0066471,tt0069761,,,
tt0346336,2.0367293,13.105136,17.945164,-2.7920783,9.823451,3.436323,Italy,"Italian, English, Norwegian",Marco Tullio Giordana,8.25,65.0,6.040001,Drama,,,,,,
tt0064787,5.4587493,10.358173,19.735428,-5.1296244,12.229473,0.5896521,"Italy, France, Spain",Italian,Umberto Lenzi,6.0,29.0,0.34105,Crime,tt0067602,,,,,
tt0368658,2.558552,10.776384,18.271269,-4.0424094,11.229077,4.396616,"UK, USA, Germany",English,Richard Eyre,7.05,66.0,3.127483,Drama,tt0245046,,,,,
tt0084935,3.3469603,13.792978,19.222872,-0.7551084,9.890369,3.3406546,"Italy, Turkey",Italian,Antonio Margheriti,4.15,88.0,0.737005,Action,tt0092860,,,,,
tt0420251,2.0036306,14.938254,17.606903,-3.1888244,10.010391,4.770589,"Hong Kong, Japan, South Korea","Cantonese, Japanese, Korean, Mandarin","Fruit Chan, Takashi Miike",6.85,128.0,4.128086,Horror,,,,,,
tt0074483,0.8024977,11.70047,22.339981,-1.4029878,9.542602,2.2592578,USA,English,James Fargo,6.75,68.0,7.550133,Action,tt0088272,,,,,
tt0029284,2.498084,10.647398,20.413141,-4.8597155,12.565944,2.8694618,USA,English,Garson Kanin,7.300000000000001,28.0,2.063447,Comedy,tt0039169,tt0028597,tt0034012,tt0044916,,
tt0251736,5.9615693,10.748893,20.838074,-2.666598,11.855846,1.1604046,USA,English,Rob Zombie,6.05,218.0,11.00913,Horror,tt0072271,,,,,
tt0984200,4.201585,11.355673,21.451597,-4.8900037,12.331619,0.17752004,UK,English,Sharon Maguire,5.55,42.0,4.279817,Drama,tt0967945,tt0119791,,,,
tt0083959,6.1472936,11.669637,19.365541,0.7968859,7.7492256,0.8229767,USA,English,Allan Holzman,5.15,76.0,5.552958,Horror,tt0082431,tt0088379,tt0096246,,,
tt0027893,2.2036805,13.250018,19.590584,-3.9622009,9.596576,2.9417489,USA,English,John Cromwell,6.949999999999999,26.0,4.709847,Drama,tt0036022,,,,,
tt0488174,1.4574807,11.824523,22.505495,-2.7252173,11.141461,0.5496957,South Korea,Korean,Eun-jin Pang,6.0,18.0,1.092424,Crime,tt0475783,,,,,
tt0052811,5.3957496,10.851349,22.150143,-2.463846,10.161827,0.30777806,UK,English,John Gilling,6.2,20.0,3.367599,Crime,tt0062037,tt0069715,,,,
tt0111127,2.9157712,10.342043,22.728577,-2.851099,12.746698,1.5084589,USA,English,John Waters,6.6,67.0,5.305311,Comedy,tt0365125,tt0067454,tt0064683,,,
tt0402158,4.168422,9.273854,22.25215,-2.3314357,11.299322,0.77465826,France,French,Chris Nahon,5.7,37.0,9.255441,Action,tt0337103,tt0237534,tt0108500,,,
tt0068912,2.8542948,11.735864,20.973955,-1.7970982,11.020667,0.9565975,USA,English,Joseph Sargent,7.5,12.0,0.479367,Drama,,,,,,
tt0040087,2.7902405,13.303396,18.815678,-4.610645,13.138813,4.4679513,USA,English,Irving Reis,6.2,11.0,0.744989,Drama,tt0041487,,,,,
tt0026966,4.6927743,11.252142,19.043861,-1.3777586,9.56644,2.2527812,UK,English,"Zoltan Korda, Alfred Hitchcock",5.25,14.0,0.104391,Adventure,,,,,,
tt0293191,4.659619,13.341991,17.625296,-2.1086829,8.998758,2.8181148,Spain,"Spanish, Albanian, English, French, Serbo-Croatian",Daniel Calparsoro,5.0,6.0,0.94879,Adventure,,,,,,
tt0089444,3.233703,12.414551,18.586102,-3.4104362,11.0767,2.0590878,USA,English,Michael Schultz,6.75,6.0,1.560562,Comedy,tt0086998,,,,,
tt0097165,1.3026341,11.831026,20.040169,-3.771607,12.840727,1.5086659,USA,"English, Latin",Peter Weir,8.1,106.0,19.905716,Comedy,tt0264464,tt0211915,,,,
tt0043503,3.5934892,10.735315,22.625189,-1.7461963,10.829316,0.75330806,USA,English,"Bretaigne Windust, Raoul Walsh",7.35,23.0,1.893149,Crime,tt0044533,tt0047985,tt0044040,tt0037611,tt0039302,tt0037166
tt0269217,3.8818288,13.327398,17.48057,-3.3058386,10.572222,4.366514,Thailand,Thai,Wisit Sasanatieng,6.75,76.0,1.078123,Action,tt0098360,,,,,
tt0050097,3.7804346,9.806067,20.603394,-1.2333705,10.284857,1.097836,UK,"English, Spanish",Ken Annakin,6.25,8.0,0.4382430000000001,Crime,,,,,,
tt0064727,5.7587886,10.810885,21.374836,-3.648961,10.120478,2.4688377,"Italy, West Germany, Spain, Liechtenstein","English, Spanish, Italian, German",Jesús Franco,5.800000000000001,32.0,0.44225,Biography,tt0062870,,,,,
tt0010060,2.100209,10.36862,20.63678,-4.334994,12.916185,1.5268761,USA,English,Robert Z. Leonard,5.45,5.0,0.079384,Comedy,tt0018455,tt0017416,tt0012190,tt0012675,,
tt0144106,2.264768,12.691595,20.52285,-5.4751763,-7.9896593,2.430629,Germany,"German, Spanish",Doris Dörrie,7.1,12.0,0.486655,Comedy,,,,,,
tt0045737,3.2816882,10.414568,18.128735,-0.6974816,9.646878,1.6772189,USA,English,John Sturges,6.35,19.0,1.060091,Western,tt0067989,,,,,
tt0018773,3.090488,10.756392,20.22989,-4.036096,12.84595,3.7312648,USA,English,Charles Chaplin,8.05,65.0,6.714813,Comedy,tt0039631,tt0017925,,,,
tt0488120,4.1655326,9.401044,22.830902,-2.262455,11.451734,0.25348258,"USA, Germany",English,Gregory Hoblit,7.15,188.0,10.113628,Crime,,,,,,
tt0080907,4.1214767,10.426299,17.295301,-2.6172833,10.5382,1.0265918,USA,English,Buzz Kulik,6.300000000000001,15.0,5.432879,Action,tt0064886,tt0062765,tt0068638,,,
tt0102569,4.6274376,13.102961,19.320232,0.14372127,8.112514,0.8961462,USA,English,Brett Piper,2.45,18.0,0.639242,Fantasy,tt0100369,tt0101591,,,,
tt0088895,2.862605,9.296868,18.73618,-4.3411326,12.551883,2.529794,USA,English,Stephen Gyllenhaal,5.8,10.0,0.6065159999999999,Action,tt0089679,,,,,
tt0076933,3.486328,10.66701,18.132261,-3.8425593,10.740728,3.9952643,USA,"English, Spanish, French",Gene Wilder,5.95,12.0,0.8689479999999999,Comedy,tt0084049,tt0081562,,,,
tt0118798,3.960416,10.366253,20.126245,-2.7340803,11.866268,1.6504968,USA,English,Warren Beatty,6.55,107.0,3.385342,Comedy,tt0077663,tt0071970,tt0113161,,,
tt0025935,1.3649712,12.389758,19.508373,-5.2661343,12.952058,1.646513,USA,English,Roy Del Ruth,6.7,7.0,1.236137,Crime,tt0044075,,,,,
tt0367479,3.8055844,12.268768,21.304144,-0.8918973,9.649153,1.6212946,USA,English,Brett Ratner,6.15,119.0,11.945666,Action,tt0137494,,,,,
tt0115886,4.7256174,13.972851,17.660118,-1.5456918,10.737313,3.6540585,Australia,English,Peter Duncan,5.8,24.0,1.129648,Comedy,tt0120013,tt0084728,,,,
tt0050839,2.4479973,9.530593,22.197815,-1.2435515,11.160406,4.4851756,USA,English,Mark Robson,6.75,31.0,1.990531,Drama,tt0044391,tt0051196,,,,
tt0103617,3.4821806,13.285972,20.132393,-2.2140079,8.631159,1.4261745,"UK, USA",English,John Glen,3.65,10.0,8.484869999999999,Action,tt0095382,,,,,
tt0217505,3.415576,10.861386,21.538776,-2.2539084,9.685739,2.3663788,"USA, Italy","English, Irish, Chinese, Latin",Martin Scorsese,7.3,237.0,14.922399,Crime,tt0407887,,,,,
tt0117609,4.4546294,10.027663,22.366045,-1.0554012,10.450225,1.5481783,"Japan, USA",English,"Michael Herz, Lloyd Kaufman",6.0,41.0,1.202655,Action,tt0212879,tt0090190,tt0101591,,,
tt0111001,4.440015,11.53987,17.923775,-3.117171,11.07464,2.5668612,USA,English,Alan Parker,5.7,16.0,3.416181,Comedy,tt0119668,,,,,
tt0122111,6.1525087,12.159153,19.171953,0.7525219,7.691943,0.8909618,Czechoslovakia,Czech,Jindrich Polák,6.85,49.0,1.408341,Sci-Fi,,,,,,
tt0448154,3.020606,12.934459,18.447056,-1.7270721,9.169666,3.0818944,"Italy, Spain, UK",English,Vicente Aranda,4.1,6.0,2.282189,Adventure,,,,,,
tt0837803,1.6297094,11.429222,20.691074,-5.7198906,13.521821,0.8433273,USA,English,Miles Brandman,4.85,16.0,0.792998,Comedy,,,,,,
tt0470765,3.0712614,11.920306,17.601187,-3.160471,10.599184,4.5332537,USA,"English, French",Christopher Guest,6.1,120.0,12.142183,Comedy,,,,,,
tt0032152,3.60169,10.682976,20.61276,-4.1585307,10.755365,1.743884,USA,English,"George Marshall, Edward F. Cline",7.0,12.0,0.5400590000000001,Comedy,tt0032828,tt0025590,,,,
tt0238627,4.3977885,12.518335,21.21096,-5.0153017,12.778442,0.32471505,USA,English,Russell DeGrazier,5.55,6.0,0.532948,Drama,,,,,,
tt0116240,3.366865,13.107713,18.34047,-5.232,12.798894,1.7368222,USA,English,Robert Harling,5.85,27.0,8.399113999999999,Comedy,tt0109951,,,,,
tt0120856,4.3199463,11.209743,19.723457,-1.2070152,9.119877,0.97231275,"USA, Germany, Australia","English, Zulu",Carl Schenkel,3.65,36.0,0.740462,Action,,,,,,
tt0079648,1.7852979,11.668149,18.621582,-1.6065435,9.794513,4.0622525,Japan,"English, Japanese",Takeo Nakamura,7.2,3.0,0.039518,Animation,,,,,,
tt0101902,1.4597522,10.49723,18.845129,-3.5260665,12.002124,3.0733202,USA,English,Mark Rydell,6.45,12.0,10.336913,Comedy,tt0079826,,,,,
tt0088153,3.351268,10.032526,18.332235,-4.316101,11.927733,4.058645,USA,English,Alan Rudolph,6.15,8.0,0.038639,Drama,,,,,,
tt0034998,3.3532958,14.505634,20.529371,-0.38122365,11.335869,1.6151539,USA,English,Frank Tuttle,3.2,2.0,0.529771,Crime,,,,,,
tt0482629,3.7830782,13.683816,20.71019,-3.0438614,10.905593,1.2050529,USA,"English, Spanish",Michael O. Sajbel,7.05,45.0,5.09336,Drama,,,,,,
tt0036533,3.1791599,9.508575,22.518839,-2.0893455,11.124385,-0.41257384,USA,English,S. Sylvan Simon,3.4,2.0,0.017699,Action,,,,,,
tt0410730,2.7085936,11.642106,20.765348,-5.0807467,13.173881,0.6490471,"Hungary, Austria, France","Hungarian, English, Russian",György Pálfi,6.6,96.0,5.141933,Comedy,tt0212132,,,,,
tt0014945,2.5078905,10.54025,20.786098,-4.8591228,11.710336,3.560249,USA,English,"Fred C. Newmeyer, Sam Taylor",7.300000000000001,13.0,1.153412,Comedy,,,,,,
tt0033388,4.6551576,12.234398,22.219873,-2.0383213,12.0407915,0.047304288,USA,"English, Italian",Charles Reisner,6.300000000000001,15.0,1.639015,Comedy,,,,,,
tt0022979,2.1092908,14.150081,20.790024,-1.6626601,11.907714,-0.30396828,USA,English,William A. Wellman,5.25,11.0,0.308959,Crime,tt0023629,tt0032285,,,,
tt0901476,1.720015,10.433496,20.455122,-5.8113775,13.566553,0.44872653,USA,English,Gary Winick,5.7,159.0,8.33501,Comedy,,,,,,
tt0094015,5.7630997,10.637772,19.545897,-0.72602695,10.115866,-0.22734784,Italy,"English, Italian",Marcello Avallone,4.449999999999999,9.0,0.733454,Horror,tt0095812,,,,,
tt0082886,2.7299397,10.3812685,21.486603,-3.8461852,12.829838,0.38738024,USA,"English, French",David Steinberg,5.9,7.0,0.0008089999999999,Comedy,,,,,,
tt0473360,5.1937485,13.18056,18.897373,-3.7546437,11.566664,2.9817698,"UK, Spain, Germany","English, Spanish",Jaume Collet-Serra,5.85,49.0,4.5923300000000005,Adventure,,,,,,
tt0181602,3.9426916,13.308733,20.954826,-1.2078298,9.428624,0.8668785,USA,English,Dan Clark,3.6,18.0,0.071764,Action,,,,,,
tt0101745,4.3334284,11.799569,20.36325,-2.178351,11.0393,1.3820845,USA,English,Michael Caton-Jones,6.050000000000001,33.0,10.068517,Comedy,tt0109936,,,,,
tt0316732,1.7903129,12.001499,21.524063,-1.0114645,11.603291,-0.24901314,"USA, France","English, Portuguese, Spanish",Tim Story,4.65,80.0,7.745017,Action,,,,,,
tt0074569,5.31117,14.033648,17.26854,-1.322267,11.14962,2.2072523,Italy,Italian,Cesare Canevari,4.8,56.0,1.491001,Horror,tt0104418,tt0111361,tt0066735,tt0081248,,
tt0181689,4.0927863,13.827232,21.94523,-1.4214654,10.600311,0.68791974,USA,"English, Swedish",Steven Spielberg,7.35,262.0,20.666063,Action,tt0325710,tt0117060,,,,
tt0047679,4.094258,9.75553,22.648438,-2.7779014,11.797115,-0.3021834,USA,"English, German",Roy Rowland,6.65,20.0,1.097008,Crime,tt0034798,,,,,
tt0039725,2.1202466,9.5824375,22.299692,-3.3721511,11.964887,1.3733089,USA,English,Curtis Bernhardt,7.0,38.0,3.122447,Crime,tt0048527,tt0042544,,,,
tt0107613,2.1310415,10.312012,21.569744,-4.5448084,12.190168,2.0369864,USA,English,Anthony Minghella,5.7,10.0,13.011091,Comedy,tt0102741,tt0098678,,,,
tt0033606,2.026923,10.232845,19.312374,-1.237675,7.796162,1.9614726,USA,English,René Clair,5.699999999999999,17.0,1.034282,Adventure,tt0035369,,,,,
tt0246425,1.8434234,12.641877,18.170963,-4.066043,11.747042,3.3752906,Philippines,"Filipino, Tagalog",Rory B. Quintos,6.2,,0.162737,Drama,,,,,,
tt0160916,1.528689,11.139091,19.15803,-5.720225,13.87753,0.927436,USA,"English, Italian",Rob Reiner,5.95,102.0,5.769957,Comedy,,,,,,
tt0071782,4.3319435,11.466888,17.928293,-2.689951,10.203224,2.5548544,"USA, France, Italy","English, Italian",Francesco Rosi,5.800000000000001,8.0,0.178017,Biography,,,,,,
tt0811138,3.539405,11.464444,19.468103,-4.442354,11.819809,3.0235615,"UK, Germany, USA",English,Marco Schnabel,4.05,147.0,6.258666000000002,Comedy,tt0799949,tt0105793,,,,
tt0424273,2.1334674,14.339518,20.94251,-3.420975,11.98658,1.1401622,China,Mandarin,Jiang Xiao,6.95,15.0,0.261949,Drama,,,,,,
tt0305224,4.33614,10.87872,20.630331,-1.8230703,11.825305,3.1351879,USA,English,Peter Segal,6.1,74.0,9.409379,Comedy,tt0389860,tt0120484,tt0116483,tt0120888,,
tt0109040,3.8065457,10.351311,19.677269,-1.1546456,10.328925,1.705472,USA,English,Tom Shadyac,6.65,80.0,11.247957,Comedy,tt0109686,,,,,
tt0050168,3.2190297,11.732935,18.120403,-0.26670054,7.8939376,2.0217922,UK,English,Charles Frend,6.05,8.0,0.7742319999999999,Comedy,tt0046436,,,,,
tt0022981,3.6073077,10.714202,20.573046,-0.8068938,10.083789,2.1401896,USA,English,"Mack V. Wright, Hugh Harman",4.4,6.0,0.174538,Action,,,,,,
tt0243609,3.767774,11.286204,17.658714,-1.341986,8.383172,3.103821,USA,"English, Japanese",David L. Cunningham,6.85,21.0,3.847676,Action,tt0252480,,,,,
tt0144117,3.8926387,12.623247,21.619507,-1.0594033,10.223989,0.7414524,"USA, Canada","English, Spanish, Papiamento, Russian, Latin",Troy Duffy,7.5,112.0,12.457908,Action,tt0465602,,,,,
tt0094056,3.6156194,11.275273,22.494415,-1.2563415,11.152285,-0.5966324,"USA, Canada",English,Jerry Schatzberg,6.050000000000001,24.0,7.7215880000000015,Crime,tt0104693,,,,,
tt0111216,5.2739077,10.875802,20.977133,-2.5200572,11.739172,0.47112575,USA,English,James Glickenhaus,5.550000000000001,12.0,0.644934,Crime,tt0114367,,,,,
tt0068183,5.279314,10.054206,21.055109,-1.8883699,11.007443,2.3329551,"Spain, Italy","English, Spanish",Tulio Demicheli,6.45,29.0,0.334965,Action,,,,,,
tt0867295,4.4995556,12.076629,17.733131,-2.8324842,10.243152,2.3309777,USA,English,Douglas A. Raine,1.8,8.0,0.582832,Drama,,,,,,
tt0052168,2.4582481,9.438947,22.105026,-3.1658106,11.892917,0.90716714,USA,English,Gerd Oswald,5.7,20.0,0.219682,Drama,tt0067602,,,,,
tt0085375,1.7067751,12.067744,22.060413,-3.1284664,11.314166,2.0180352,USA,English,Jerry Lewis,5.0,11.0,0.596799,Comedy,tt0077235,,,,,
tt0115847,1.0516016,11.465638,17.97265,-5.3796034,12.830867,0.8462877,USA,English,Robert M. Young,6.5,12.0,1.625873,Drama,,,,,,
tt0048527,2.238519,9.494483,20.770266,-4.0000257,13.204077,1.3782021,USA,English,Ranald MacDougall,6.25,12.0,5.002136,Drama,tt0042544,tt0039725,,,,
tt0026139,3.5718198,10.782655,17.878716,-5.2808223,13.6081085,2.2682748,USA,English,Busby Berkeley,3.1,1.0,0.447889,Comedy,tt0023305,tt0025028,tt0034622,,,
tt0109444,3.6457398,9.276848,21.542725,-0.4894439,10.12,1.4045675,"USA, Mexico",English,Phillip Noyce,6.65,54.0,7.513244999999999,Action,tt0164184,tt0118571,,,,
tt0097991,4.672354,13.307939,18.430544,-0.90685105,8.944754,2.860505,"Hong Kong, USA",English,Corey Yuen,5.15,16.0,0.699608,Adventure,tt0094374,,,,,
tt0112368,1.9098418,11.940578,20.024164,-3.9438915,12.148199,3.514561,"UK, France, Germany, USA",English,Patrick Read Johnson,6.75,23.0,2.25008,Comedy,tt0127723,,,,,
tt0218553,1.1915923,13.4329605,19.637556,-2.2014802,8.045104,3.4195223,Japan,Japanese,Hideo Nakata,5.65,77.0,5.277814,Horror,tt0235712,tt0367913,,,,
tt0790799,3.5440927,13.298616,19.685453,-4.920644,10.6794405,3.5123985,"Israel, Australia",English,Tatia Rosenthal,6.35,44.0,3.3505550000000004,Animation,,,,,,
tt0042544,2.3494666,10.941114,18.25682,-5.138857,12.031563,3.3980494,USA,English,Vincent Sherman,7.3,11.0,0.744993,Drama,tt0048527,tt0039725,,,,
tt0116378,5.5022287,12.845223,21.536203,-2.9311063,9.419322,3.6903317,USA,"English, Italian",Abel Ferrara,6.949999999999999,53.0,2.772039,Crime,tt0133122,tt0425236,,,,
tt0093260,2.196571,12.079223,19.847946,-0.12815133,9.226595,1.4759188,USA,English,Joe Dante,6.699999999999999,79.0,10.134408,Action,tt0089370,,,,,
tt0243222,4.063021,13.048182,18.693352,-0.85054106,9.439114,2.4684932,"USA, Japan",English,Randy Redroad,3.5,9.0,0.009465,Drama,tt0127296,tt0112887,,,,
tt0439504,2.446079,13.778794,20.646137,-1.1998943,10.96566,4.3022337,USA,English,Jean-Claude La Marre,2.5,4.0,1.061451,Western,,,,,,
tt0061927,3.4794173,9.806586,21.810879,-2.9220383,11.56398,3.1579006,USA,English,Clive Donner,2.75,3.0,0.985785,Comedy,tt0062373,,,,,
tt0047189,3.5558028,10.378945,21.170734,-1.7440803,9.699126,1.5470759,"Australia, USA",English,Byron Haskin,6.05,10.0,1.562051,Action,tt0041550,tt0033787,,,,
tt0073036,5.1166167,9.77255,20.20616,-1.0676928,10.61431,0.35683432,"Italy, France, West Germany",Italian,Damiano Damiani,6.5,10.0,3.678782,Comedy,tt0064860,,,,,
tt0032728,4.898937,13.639817,18.061392,-0.22253716,7.8959103,2.3414402,USA,"English, Spanish",John Ford,6.7,41.0,5.72178,Drama,,,,,,
tt0024625,4.7451673,9.19016,21.9412,-2.6003022,10.098412,1.7260057,USA,English,Edwin L. Marin,4.75,11.0,0.613837,Mystery,tt0036349,,,,,
tt0094374,2.3105032,14.716888,20.144377,-1.3817438,10.975727,1.12506,Hong Kong,Cantonese,Corey Yuen,7.0,42.0,0.785103,Action,,,,,,
tt0181317,4.4998136,9.5447235,21.667213,-1.6082065,11.30269,1.3850492,UK,English,Gareth Rhys Jones,5.65,3.0,0.106077,Crime,,,,,,
tt0865297,2.657684,10.613002,19.602047,-3.3865955,12.690939,3.3616292,"Australia, UK",English,Elissa Down,6.95,43.0,2.307735,Drama,tt0258967,,,,,
tt0838221,3.3292267,13.626036,20.778381,-3.0380073,11.666598,1.3219309,USA,"English, Hindi, German, Punjabi, Tibetan, French",Wes Anderson,7.15,261.0,6.493474,Adventure,tt0362270,tt0115734,,,,
tt0027552,2.7521424,11.094199,21.904636,-2.6158378,12.563551,2.2093365,France,French,Marcel Carné,7.3,13.0,1.135768,Comedy,,,,,,
tt0092904,4.2316637,12.02857,19.130754,-3.7894015,10.453528,0.38620323,Australia,English,Richard Lowenstein,6.25,6.0,0.256896,Drama,tt0094597,tt0094347,,,,
tt0242508,2.021548,11.847565,19.218637,-2.5438676,12.96331,0.7777771,USA,English,James Toback,4.85,28.0,4.2424620000000015,Comedy,,,,,,
tt0067377,1.9791946,10.438953,20.838392,-5.6475334,13.886839,0.8191423,USA,English,Robert B. Bean,6.15,7.0,0.035376,Comedy,tt0064886,tt0032599,,,,
tt0080678,4.6460013,10.9912815,19.604979,-0.8730839,10.780955,2.6304271,"USA, UK","English, French",David Lynch,8.0,149.0,8.405672000000001,Biography,tt0100935,tt0116282,tt0460829,,,
tt0067921,2.5862691,11.110045,20.604094,-1.2799598,10.363375,1.3278531,USA,"English, Spanish",Edwin Sherin,6.15,15.0,3.189948,Western,tt0046719,,,,,
tt0186151,1.8376273,11.098466,20.856527,-3.6745613,11.107808,0.7851668,USA,English,Gregory Hoblit,7.15,131.0,10.163266,Crime,tt0366627,tt0453467,,,,
tt0068687,2.5833015,10.213225,20.949236,-5.287851,12.574478,3.2023647,USA,English,Elaine May,6.85,37.0,1.165341,Comedy,,,,,,
tt0829297,3.0870814,13.2408285,20.476732,-3.0718532,13.516487,0.4778439,USA,English,David Mackay,7.050000000000001,11.0,3.015557,Comedy,,,,,,
tt0023305,2.882532,12.154581,22.377718,-3.0430727,11.634696,0.2925584,USA,English,Tay Garnett,7.1,20.0,1.7770290000000002,Comedy,tt0025464,tt0032617,,,,
tt0064940,0.5776218,10.779202,17.78622,-2.8826227,10.0394945,-0.15048864,"Italy, France","Italian, Latin",Federico Fellini,6.95,66.0,4.2146370000000015,Drama,tt0087188,tt0080539,tt0093267,tt0044000,,
tt0421715,3.2222412,13.386113,17.206684,-2.9453516,12.9304695,0.68279487,USA,"English, Russian, French",David Fincher,7.55,317.0,17.934821,Drama,tt0454921,,,,,
tt0260695,4.535362,10.706506,19.268187,-2.7611418,12.067841,1.8666537,USA,English,James Anderson,5.1,5.0,0.146447,Drama,,,,,,
tt0104684,2.118085,14.755854,21.65263,-0.8790898,10.8262615,0.4278424,Hong Kong,"Cantonese, English",John Woo,7.6,101.0,10.184313,Action,,,,,,
tt0016630,2.7138762,11.229263,21.15386,-4.6523213,11.426097,3.5931334,USA,English,Buster Keaton,6.35,27.0,1.09569,Action,,,,,,
tt0080094,2.4073925,11.082574,19.84674,-4.7087336,-7.989661,2.4306295,"Italy, France",Italian,Mario Monicelli,6.45,3.0,0.0779,Comedy,tt0081480,,,,,
tt0063803,3.0517023,10.756451,19.091175,-4.9699802,10.862271,3.6419744,USA,English,Martin Scorsese,6.300000000000001,51.0,1.488118,Drama,tt0068309,tt0119485,tt0088680,,,
tt0106505,5.014632,10.014783,18.99329,-3.7283463,11.026945,4.0163064,USA,English,John Whitesell,4.4,7.0,1.316741,Comedy,tt0134619,,,,,
