id,review_1st,review_2nd,description_1st,description_2nd,overview_1st,overview_2nd,votes,reviews_from_critics,popularity,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6
tt0037386,5.2231674,14.189524,17.36336,-1.2991232,8.347475,2.56148,6.5,12.0,0.469587,tt0041247,tt0038107,,,,
