id,review_1st,review_2nd,description_1st,description_2nd,overview_1st,overview_2nd,votes,reviews_from_critics,popularity,recommendation1,recommendation2,recommendation3,recommendation4,recommendation5,recommendation6
tt0086998,4.0528316,12.53694,19.587532,-3.2680027,13.527758,1.8891876,5.8,31.0,2.5982830000000003,tt0089444,,,,,
